0,127
1,93
2,58
3,136
4,150
5,149
6,176
7,148
8,152
9,377
10,400
11,378
12,379
13,365
14,288
15,323
16,356
17,70
18,63
19,105
20,66
21,55
22,285
23,296
24,334
25,293
26,300
27,168
28,6
29,195
30,4
31,64
32,60
33,94
34,290
35,439
36,33
37,160
38,158
39,173
40,153
41,144
42,398
43,385
44,387
45,466
46,373
47,380
48,61
49,40
50,39
51,0
52,269
53,270
54,291
55,321
56,405
57,17
58,181
59,91
60,78
61,81
62,13
63,311
64,306
65,402
66,14
67,178
68,162
69,54
70,67
71,10
72,297
73,284
74,389
