0,127,16,217,blank_mask.png,465,580
1,93,20,281,blank_mask.png,465,580
2,58,40,351,blank_mask.png,465,580
3,136,74,439,blank_mask.png,465,580
4,150,88,471,blank_mask.png,465,580
5,149,114,508,blank_mask.png,465,580
6,176,145,542,blank_mask.png,465,580
7,148,182,562,blank_mask.png,465,580
8,152,221,570,blank_mask.png,465,580
9,377,268,563,blank_mask.png,465,580
10,400,307,542,blank_mask.png,465,580
11,378,344,508,blank_mask.png,465,580
12,379,369,471,blank_mask.png,465,580
13,365,386,440,blank_mask.png,465,580
14,288,425,351,blank_mask.png,465,580
15,323,443,280,blank_mask.png,465,580
16,356,451,219,blank_mask.png,465,580
17,70,45,152,blank_mask.png,465,580
18,63,82,141,blank_mask.png,465,580
19,105,119,136,blank_mask.png,465,580
20,66,151,147,blank_mask.png,465,580
21,55,176,165,blank_mask.png,465,580
22,285,262,165,blank_mask.png,465,580
23,296,292,147,blank_mask.png,465,580
24,334,333,136,blank_mask.png,465,580
25,293,364,142,blank_mask.png,465,580
26,300,393,157,blank_mask.png,465,580
27,168,221,189,blank_mask.png,465,580
28,6,221,243,blank_mask.png,465,580
29,195,221,299,blank_mask.png,465,580
30,4,221,338,blank_mask.png,465,580
31,64,182,356,blank_mask.png,465,580
32,60,202,363,blank_mask.png,465,580
33,94,221,368,blank_mask.png,465,580
34,290,239,364,blank_mask.png,465,580
35,439,254,358,blank_mask.png,465,580
36,33,59,217,blank_mask.png,465,580
37,160,93,194,blank_mask.png,465,580
38,158,135,196,blank_mask.png,465,580
39,173,171,219,blank_mask.png,465,580
40,153,132,240,blank_mask.png,465,580
41,144,90,238,blank_mask.png,465,580
42,398,268,214,blank_mask.png,465,580
43,385,312,194,blank_mask.png,465,580
44,387,354,194,blank_mask.png,465,580
45,466,385,217,blank_mask.png,465,580
46,373,351,238,blank_mask.png,465,580
47,380,304,238,blank_mask.png,465,580
48,61,148,437,blank_mask.png,465,580
49,40,169,422,blank_mask.png,465,580
50,39,193,417,blank_mask.png,465,580
51,0,218,418,blank_mask.png,465,580
52,269,239,417,blank_mask.png,465,580
53,270,263,422,blank_mask.png,465,580
54,291,288,439,blank_mask.png,465,580
55,321,263,458,blank_mask.png,465,580
56,405,240,468,blank_mask.png,465,580
57,17,219,472,blank_mask.png,465,580
58,181,193,468,blank_mask.png,465,580
59,91,170,457,blank_mask.png,465,580
60,78,176,439,blank_mask.png,465,580
61,81,196,435,blank_mask.png,465,580
62,13,219,433,blank_mask.png,465,580
63,311,240,435,blank_mask.png,465,580
64,306,267,437,blank_mask.png,465,580
65,402,240,447,blank_mask.png,465,580
66,14,222,448,blank_mask.png,465,580
67,178,199,447,blank_mask.png,465,580
68,162,21,153,blank_mask.png,465,580
69,54,41,77,blank_mask.png,465,580
70,67,110,31,blank_mask.png,465,580
71,10,218,18,blank_mask.png,465,580
72,297,329,30,blank_mask.png,465,580
73,284,408,74,blank_mask.png,465,580
74,389,433,149,blank_mask.png,465,580
